City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
221,Nauta,PE,2022-03-26 14:06:36,-4.5061,-73.5757,74.16,96,100,1.48,overcast clouds
222,Beringovskiy,RU,2022-03-26 14:06:37,63.05,179.3167,-0.24,99,86,2.68,overcast clouds
223,Buta,CD,2022-03-26 14:07:07,2.7858,24.73,102.87,14,99,4.56,overcast clouds
224,Parana,AR,2022-03-26 14:07:09,-31.732,-60.5238,70.56,76,4,8.37,clear sky
225,Chumikan,RU,2022-03-26 14:07:10,54.7183,135.315,10.47,97,100,3.22,overcast clouds
226,Antofagasta,CL,2022-03-26 14:07:11,-23.65,-70.4,65.48,59,3,6.04,clear sky
227,San Vicente,AR,2022-03-26 14:07:11,-26.6167,-54.1333,69.4,49,0,4.52,clear sky
228,Roccastrada,IT,2022-03-26 14:07:12,43.0099,11.1665,70.09,35,99,6.17,overcast clouds
229,Colon,PA,2022-03-26 14:06:25,9.3592,-79.9014,78.87,82,100,12.28,overcast clouds
230,Verkhnyaya Inta,RU,2022-03-26 14:07:14,65.9811,60.3094,9.12,93,37,5.5,scattered clouds
231,Port-Gentil,GA,2022-03-26 14:07:15,-0.7193,8.7815,82.33,80,100,12.19,light rain
232,Bezenchuk,RU,2022-03-26 14:07:16,52.982,49.4333,33.04,92,100,13.53,overcast clouds
233,Esso,RU,2022-03-26 14:07:16,55.9333,158.7,1.09,98,76,5.37,broken clouds
234,Hobyo,SO,2022-03-26 14:06:17,5.3505,48.5268,83.43,56,2,17.45,clear sky
235,Praia,CV,2022-03-26 14:04:00,14.9215,-23.5087,77.54,53,75,21.85,broken clouds
236,Luderitz,NA,2022-03-26 14:07:17,-26.6481,15.1594,70.47,61,0,13.35,clear sky
237,Kruisfontein,ZA,2022-03-26 14:07:19,-34.0033,24.7314,65.88,66,93,12.82,overcast clouds
238,Samfya,ZM,2022-03-26 14:07:20,-11.3649,29.5565,78.96,62,98,2.24,overcast clouds
239,San Quintin,MX,2022-03-26 14:06:43,30.4833,-115.95,59.02,88,100,4.76,overcast clouds
240,Nome,US,2022-03-26 14:07:20,64.5011,-165.4064,10.47,92,100,3.44,fog
241,Sao Joao Da Barra,BR,2022-03-26 14:07:21,-21.6403,-41.0511,89.69,72,99,9.57,overcast clouds
242,Kaitangata,NZ,2022-03-26 14:07:21,-46.2817,169.8464,50.13,96,48,2.89,scattered clouds
243,Quesnel,CA,2022-03-26 14:07:22,52.9999,-122.5029,30.69,90,100,1.34,overcast clouds
244,Ust-Maya,RU,2022-03-26 14:07:22,60.4167,134.5333,-1.79,100,80,2.06,broken clouds
245,Tiksi,RU,2022-03-26 14:07:26,71.6872,128.8694,-12.77,100,100,2.82,overcast clouds
246,Indiaroba,BR,2022-03-26 14:07:27,-11.5192,-37.5117,88.16,52,11,6.76,few clouds
247,Santa Cruz Cabralia,BR,2022-03-26 14:07:28,-16.2781,-39.0247,84.43,70,40,11.5,scattered clouds
248,Dudinka,RU,2022-03-26 14:07:29,69.4058,86.1778,21.09,73,100,16.4,overcast clouds
249,Charlestown,AU,2022-03-26 14:02:33,-32.95,151.6667,69.73,94,63,5.01,broken clouds
250,Narsaq,GL,2022-03-26 14:07:30,60.9167,-46.05,28.62,51,3,1.95,clear sky
251,Dayong,CN,2022-03-26 14:07:30,25.0209,118.2898,69.37,96,93,6.42,overcast clouds
252,Opuwo,NA,2022-03-26 14:07:31,-18.0607,13.84,87.24,18,9,8.81,clear sky
253,Port Hedland,AU,2022-03-26 14:07:31,-20.3167,118.5667,86.05,79,22,13.8,few clouds
254,Bowen,AU,2022-03-26 14:07:33,-20.0167,148.2333,79.36,70,100,10.31,overcast clouds
255,Bonthe,SL,2022-03-26 14:07:34,7.5264,-12.505,89.44,60,64,13.78,broken clouds
256,Kavieng,PG,2022-03-26 14:07:34,-2.5744,150.7967,82.08,75,99,9.06,overcast clouds
257,Yangambi,CD,2022-03-26 14:07:34,0.8102,24.4336,97.18,27,50,3.27,scattered clouds
258,Rio Gallegos,AR,2022-03-26 14:06:38,-51.6226,-69.2181,58.71,49,100,13.67,overcast clouds
259,Saint Anthony,US,2022-03-26 14:07:35,45.0205,-93.218,22.14,52,0,23.02,clear sky
260,Xiaoshan,CN,2022-03-26 14:07:35,30.1675,120.2588,58.86,51,40,6.71,scattered clouds
261,Dekar,BW,2022-03-26 14:07:36,-21.5333,21.9333,80.96,42,100,2.95,overcast clouds
262,Kayes,ML,2022-03-26 14:07:36,14.0,-11.0,102.33,9,0,5.21,clear sky
263,Kapit,MY,2022-03-26 14:07:37,2.0167,112.9333,74.91,97,100,0.65,light rain
264,Bagrami,AF,2022-03-26 14:07:37,34.4938,69.2743,69.12,18,99,4.03,overcast clouds
265,Karratha,AU,2022-03-26 14:07:37,-20.7377,116.8463,84.11,71,70,14.03,broken clouds
266,Sovetskiy,RU,2022-03-26 14:08:08,61.3614,63.5842,22.6,81,67,9.86,broken clouds
267,Arlit,NE,2022-03-26 14:08:09,18.7369,7.3853,99.09,5,54,8.41,broken clouds
268,Saint George,US,2022-03-26 14:05:50,37.1041,-113.5841,52.39,30,0,0.0,clear sky
269,Adrar,MR,2022-03-26 14:08:09,20.5022,-10.0711,86.22,12,0,2.73,clear sky
270,Slave Lake,CA,2022-03-26 14:08:10,55.2834,-114.769,18.75,90,94,9.28,overcast clouds
271,Severo-Kurilsk,RU,2022-03-26 14:08:10,50.6789,156.125,23.18,76,5,4.7,clear sky
272,Kahului,US,2022-03-26 14:08:10,20.8947,-156.47,71.83,88,100,5.75,light rain
273,Sampit,ID,2022-03-26 14:08:11,-2.5333,112.95,77.54,90,49,3.58,moderate rain
274,Dabat,ET,2022-03-26 14:08:11,12.9842,37.765,75.69,16,25,7.74,scattered clouds
275,Corralillo,CU,2022-03-26 14:08:12,22.9819,-80.5856,74.41,56,95,13.69,light rain
276,Shenjiamen,CN,2022-03-26 14:08:12,29.9576,122.298,51.48,64,94,14.09,overcast clouds
277,Tabory,RU,2022-03-26 14:08:12,58.5198,64.5495,22.8,77,16,7.92,few clouds
278,Ambon,ID,2022-03-26 14:08:13,-3.6954,128.1814,77.14,94,40,8.05,scattered clouds
279,Homer,US,2022-03-26 14:08:13,59.6425,-151.5483,34.81,89,100,3.0,overcast clouds
280,Bandarbeyla,SO,2022-03-26 14:08:14,9.4942,50.8122,80.06,58,0,10.87,clear sky
281,Asyut,EG,2022-03-26 14:08:15,27.181,31.1837,73.8,12,0,18.61,clear sky
282,Ambovombe,MG,2022-03-26 14:08:16,-25.1667,46.0833,77.16,78,76,12.26,broken clouds
283,Gua Musang,MY,2022-03-26 14:08:16,4.8823,101.9644,74.35,97,7,0.67,clear sky
284,Barra Do Garcas,BR,2022-03-26 14:08:18,-15.89,-52.2567,85.05,67,86,1.43,overcast clouds
285,Sabang,ID,2022-03-26 14:08:18,5.8933,95.3214,83.8,67,18,2.08,few clouds
286,Sao Paulo De Olivenca,BR,2022-03-26 14:08:19,-3.3783,-68.8725,75.13,95,100,0.78,overcast clouds
287,Rawlins,US,2022-03-26 14:08:19,41.7911,-107.2387,46.29,42,0,10.36,clear sky
288,Puerto Madryn,AR,2022-03-26 14:06:41,-42.7692,-65.0385,65.61,43,55,21.88,broken clouds
289,Evensk,RU,2022-03-26 14:08:20,61.95,159.2333,4.8,78,99,7.4,overcast clouds
290,Sioux Lookout,CA,2022-03-26 14:08:21,50.1001,-91.917,3.58,90,100,11.41,overcast clouds
291,Dondo,MZ,2022-03-26 14:08:21,-19.6094,34.7431,81.84,76,68,9.84,broken clouds
292,Batamshinskiy,KZ,2022-03-26 14:08:22,50.5594,58.2747,27.9,96,100,11.18,overcast clouds
293,Tateyama,JP,2022-03-26 14:08:23,34.9833,139.8667,64.09,92,100,40.62,light rain
294,Lalian,PK,2022-03-26 14:08:23,31.8241,72.7997,83.03,12,0,7.29,clear sky
295,Nikki,BJ,2022-03-26 14:06:21,9.9401,3.2108,103.39,9,9,8.68,clear sky
296,Coripata,BO,2022-03-26 14:08:24,-16.3,-67.6,63.55,98,100,2.17,overcast clouds
297,Paita,PE,2022-03-26 14:08:25,-5.0892,-81.1144,71.1,87,100,8.32,light rain
298,Norman Wells,CA,2022-03-26 14:08:25,65.282,-126.8329,-7.92,97,100,3.83,overcast clouds
299,Tiznit,MA,2022-03-26 14:08:25,29.5833,-9.5,64.44,44,0,6.24,clear sky
300,Binzhou,CN,2022-03-26 14:08:26,37.3667,118.0167,57.72,23,68,16.49,broken clouds
301,Lodja,CD,2022-03-26 14:08:26,-3.4833,23.4333,95.38,33,9,2.57,clear sky
302,Koslan,RU,2022-03-26 14:12:23,63.4564,48.8989,27.09,95,100,12.57,snow
303,Laguna,US,2022-03-26 14:12:53,38.421,-121.4238,56.79,88,0,5.75,clear sky
304,Bilibino,RU,2022-03-26 14:12:54,68.0546,166.4372,-12.17,100,100,3.44,overcast clouds
305,Valdivia,CL,2022-03-26 14:12:54,-39.8142,-73.2459,48.29,62,0,3.15,clear sky
306,Broome,US,2022-03-26 14:12:54,42.2506,-75.833,42.37,85,100,11.5,overcast clouds
307,Guerrero Negro,MX,2022-03-26 14:12:55,27.9769,-114.0611,58.82,81,2,5.64,clear sky
308,Xining,CN,2022-03-26 14:12:55,36.6167,101.7667,37.22,40,99,13.82,overcast clouds
309,Codrington,AU,2022-03-26 14:12:56,-38.2667,141.9667,55.72,91,0,5.77,clear sky
310,Yenagoa,NG,2022-03-26 14:12:56,4.9247,6.2642,94.39,44,61,6.46,broken clouds
311,Souillac,MU,2022-03-26 14:12:56,-20.5167,57.5167,81.34,78,49,9.95,scattered clouds
312,Nouadhibou,MR,2022-03-26 14:12:57,20.931,-17.0347,64.15,71,27,11.5,scattered clouds
313,Luwuk,ID,2022-03-26 14:12:58,-0.9516,122.7875,77.25,85,81,2.93,broken clouds
314,Sisophon,KH,2022-03-26 14:12:59,13.5859,102.9737,87.69,59,31,6.58,scattered clouds
315,Pontianak,ID,2022-03-26 14:13:00,-0.0333,109.3333,82.38,83,40,5.75,scattered clouds
316,Erenhot,CN,2022-03-26 14:13:00,43.6475,111.9767,29.3,23,7,9.66,clear sky
317,Qala,AZ,2022-03-26 14:13:01,40.4418,50.1681,46.29,71,100,6.91,overcast clouds
318,Bosobolo,CD,2022-03-26 14:13:01,4.1833,19.9,100.45,20,100,5.84,overcast clouds
319,Sayyan,YE,2022-03-26 14:13:01,15.1718,44.3244,71.33,22,57,18.77,broken clouds
320,Pundaguitan,PH,2022-03-26 14:13:02,6.3711,126.1689,78.98,80,100,12.26,overcast clouds
321,Kharp,RU,2022-03-26 14:13:02,66.8014,65.8081,4.19,97,61,3.76,broken clouds
322,Clyde River,CA,2022-03-26 14:13:03,70.4692,-68.5914,-3.77,77,100,4.61,light snow
323,Valentin Gomez Farias,MX,2022-03-26 14:13:03,28.2167,-106.5833,54.63,13,95,2.86,overcast clouds
324,Koumac,NC,2022-03-26 14:13:04,-20.5667,164.2833,76.69,82,27,4.59,scattered clouds
325,Havre-Saint-Pierre,CA,2022-03-26 14:13:04,50.2334,-63.5986,30.56,100,100,21.85,overcast clouds
326,Itacarambi,BR,2022-03-26 14:13:05,-15.1022,-44.0919,90.37,36,6,5.17,clear sky
327,Casino,AU,2022-03-26 14:13:05,-28.8667,153.05,66.78,100,100,10.36,overcast clouds
328,Cuiluan,CN,2022-03-26 14:13:05,47.72,128.648,26.44,97,99,4.94,overcast clouds
329,Oksfjord,NO,2022-03-26 14:13:06,70.2396,22.3479,24.87,74,100,16.62,light snow
330,Anadyr,RU,2022-03-26 14:13:06,64.75,177.4833,9.1,84,75,2.24,light snow
331,Honningsvag,NO,2022-03-26 14:13:07,70.9821,25.9704,22.75,86,40,21.85,light snow
332,Namibe,AO,2022-03-26 14:13:07,-15.1961,12.1522,79.0,64,17,16.49,few clouds
333,Domna,RU,2022-03-26 14:12:17,51.8971,113.1573,24.96,30,2,8.95,clear sky
334,Chimbote,PE,2022-03-26 14:13:08,-9.0853,-78.5783,71.02,80,99,4.94,overcast clouds
335,Rumphi,MW,2022-03-26 14:13:08,-11.0186,33.8575,78.85,67,26,4.94,scattered clouds
336,Bokoro,TD,2022-03-26 14:13:09,12.3807,17.0568,100.44,7,94,14.43,overcast clouds
337,Saint-Anselme,CA,2022-03-26 14:13:09,46.6292,-70.9734,33.94,100,100,8.37,light snow
338,Kendari,ID,2022-03-26 14:13:10,-3.945,122.4989,77.22,90,83,1.52,broken clouds
339,Longhua,CN,2022-03-26 14:13:10,23.6137,114.1919,71.28,96,95,4.16,overcast clouds
340,Japura,ID,2022-03-26 14:13:10,-0.3167,102.35,78.71,82,32,2.55,scattered clouds
341,Pemangkat,ID,2022-03-26 14:13:11,1.1667,108.9667,81.46,78,41,5.99,scattered clouds
342,Kuching,MY,2022-03-26 14:13:11,1.55,110.3333,77.22,100,40,3.44,thunderstorm with light rain
343,Tongchuan,CN,2022-03-26 14:13:12,35.0806,109.0897,50.16,34,80,6.87,broken clouds
344,Zeya,RU,2022-03-26 14:13:13,53.75,127.2667,20.66,93,100,5.1,overcast clouds
345,Tocopilla,CL,2022-03-26 14:13:13,-22.092,-70.1979,73.13,57,4,9.64,clear sky
346,Traian,RO,2022-03-26 14:13:13,46.6333,27.0333,65.68,22,0,11.5,clear sky
347,Jawar,IN,2022-03-26 14:13:14,23.0,76.5,87.78,13,3,4.0,clear sky
348,Warrington,GB,2022-03-26 14:13:15,53.3925,-2.5802,69.24,46,20,5.75,few clouds
349,Petropavlovsk-Kamchatskiy,RU,2022-03-26 14:13:15,53.0452,158.6483,19.99,73,0,8.95,clear sky
350,Hambantota,LK,2022-03-26 14:13:15,6.1241,81.1185,80.44,74,12,4.97,few clouds
351,Mahebourg,MU,2022-03-26 14:13:46,-20.4081,57.7,83.25,75,14,8.86,few clouds
352,Yuanping,CN,2022-03-26 14:13:46,38.7153,112.7575,39.81,29,0,15.21,clear sky
353,Green Valley,US,2022-03-26 14:13:47,31.8543,-110.9937,67.44,19,95,4.85,overcast clouds
354,Salinas,US,2022-03-26 14:13:47,36.6777,-121.6555,51.08,93,100,0.0,fog
355,Asau,RO,2022-03-26 14:13:47,46.4333,26.4,63.28,44,6,12.21,clear sky
356,Vienna,AT,2022-03-26 14:13:32,48.2085,16.3721,68.74,24,0,18.01,clear sky
357,Vallenar,CL,2022-03-26 14:13:48,-28.5708,-70.7581,69.64,54,0,3.22,clear sky
358,Meulaboh,ID,2022-03-26 14:13:48,4.1363,96.1285,80.67,78,78,5.3,broken clouds
359,Kalevala,RU,2022-03-26 14:13:48,65.2,31.1667,22.84,70,100,17.94,overcast clouds
360,Bahia Blanca,AR,2022-03-26 14:10:10,-38.7196,-62.2724,62.02,67,88,5.26,overcast clouds
361,Chicama,PE,2022-03-26 14:13:49,-7.8447,-79.1469,68.54,81,100,4.88,overcast clouds
362,Timiryazevskoye,RU,2022-03-26 14:13:49,56.49,84.8769,22.15,64,97,7.94,overcast clouds
363,Nalut,LY,2022-03-26 14:13:50,30.3333,10.85,83.53,8,91,25.95,overcast clouds
364,Muli,MV,2022-03-26 14:13:50,2.9167,73.5667,82.65,64,0,6.76,clear sky
365,Pakala,IN,2022-03-26 14:13:51,13.4667,79.1167,88.21,47,23,10.85,few clouds
366,Xiongzhou,CN,2022-03-26 14:13:51,25.1167,114.3,59.5,91,100,4.76,overcast clouds
367,Henties Bay,NA,2022-03-26 14:13:51,-22.116,14.2845,66.36,79,16,10.6,few clouds
368,Tecoanapa,MX,2022-03-26 14:13:52,16.5167,-98.75,78.13,43,100,2.73,overcast clouds
369,Zyryanka,RU,2022-03-26 14:12:18,65.75,150.85,7.52,88,100,9.13,overcast clouds
370,Baykit,RU,2022-03-26 14:13:52,61.67,96.37,24.64,96,100,4.41,snow
371,Garden City,US,2022-03-26 14:13:53,42.3256,-83.331,34.99,91,100,21.85,mist
372,Cidreira,BR,2022-03-26 14:13:53,-30.1811,-50.2056,71.87,58,4,16.11,clear sky
373,Tunggol,PH,2022-03-26 14:13:53,5.8446,121.1544,81.9,80,96,8.39,overcast clouds
374,San Cristobal,VE,2022-03-26 14:13:54,7.7669,-72.225,71.78,60,24,6.67,few clouds
375,Ellensburg,US,2022-03-26 14:13:54,46.9965,-120.5479,43.2,80,20,6.91,few clouds
376,Totskoye,RU,2022-03-26 14:13:54,52.5248,52.7623,32.38,94,97,8.72,overcast clouds
377,Talara,PE,2022-03-26 14:11:49,-4.5772,-81.2719,81.36,54,40,6.91,scattered clouds
378,Gazanjyk,TM,2022-03-26 14:13:55,39.2446,55.5154,54.27,43,3,16.67,clear sky
379,Tabou,CI,2022-03-26 14:13:55,4.423,-7.3528,86.16,65,99,10.42,overcast clouds
380,George,ZA,2022-03-26 14:13:56,-33.963,22.4617,66.61,69,34,14.61,scattered clouds
381,Waw,SS,2022-03-26 14:13:56,7.7029,27.9953,99.57,7,19,8.23,few clouds
382,Turkistan,KZ,2022-03-26 14:13:56,43.0,68.0,48.4,82,83,11.27,broken clouds
383,Moscow,RU,2022-03-26 14:12:47,55.7522,37.6156,39.72,65,55,12.86,broken clouds
384,Florida,US,2022-03-26 14:11:55,28.7505,-82.5001,68.9,66,0,5.75,clear sky
385,Yar-Sale,RU,2022-03-26 14:13:57,66.8333,70.8333,-4.09,92,77,6.31,broken clouds
386,Klaksvik,FO,2022-03-26 14:13:57,62.2266,-6.589,47.32,83,100,20.42,overcast clouds
387,Gejiu,CN,2022-03-26 14:13:58,23.306,103.1635,57.61,63,19,2.59,few clouds
388,Csokmo,HU,2022-03-26 14:13:58,47.0333,21.3,69.96,28,7,12.24,clear sky
389,Tadine,NC,2022-03-26 14:13:59,-21.55,167.8833,75.25,76,72,9.51,broken clouds
390,Komsomolskiy,UZ,2022-03-26 14:13:59,40.4272,71.7189,57.92,67,88,4.61,overcast clouds
391,Mahon,ES,2022-03-26 14:13:59,39.8885,4.2658,57.76,82,75,17.27,broken clouds
392,Half Moon Bay,US,2022-03-26 14:14:00,37.4636,-122.4286,51.48,91,100,5.75,overcast clouds
393,Te Anau,NZ,2022-03-26 14:14:00,-45.4167,167.7167,49.19,97,34,1.9,scattered clouds
394,Barcelos,PT,2022-03-26 14:14:00,41.5388,-8.6151,67.84,59,74,2.75,broken clouds
395,Kloulklubed,PW,2022-03-26 14:10:55,7.0419,134.2556,81.1,81,100,21.32,overcast clouds
396,Mezen,RU,2022-03-26 14:14:01,65.8522,44.24,20.79,84,100,17.45,overcast clouds
397,Berezovyy,RU,2022-03-26 14:12:18,51.6667,135.7,26.38,95,100,8.95,light snow
398,Pacifica,US,2022-03-26 14:13:13,37.6138,-122.4869,51.42,90,20,5.75,few clouds
399,Savannah Bight,HN,2022-03-26 14:14:03,16.45,-85.85,76.23,84,100,20.07,overcast clouds
400,Jardim,BR,2022-03-26 14:14:03,-21.4803,-56.1381,71.62,53,99,3.89,overcast clouds
401,Jiuquan,CN,2022-03-26 14:14:34,39.7432,98.5174,42.12,22,50,6.4,scattered clouds
402,Xichang,CN,2022-03-26 14:14:34,27.8964,102.2634,47.46,89,100,7.09,overcast clouds
403,Nhulunbuy,AU,2022-03-26 14:14:34,-12.2333,136.7667,77.61,94,100,4.61,overcast clouds
404,Gao,ML,2022-03-26 14:14:35,16.6362,1.637,102.25,7,11,17.87,few clouds
405,Margate,GB,2022-03-26 14:11:21,51.3813,1.3862,60.12,68,0,8.99,clear sky
406,Nuuk,GL,2022-03-26 14:14:35,64.1835,-51.7216,25.41,68,20,8.05,few clouds
407,Sao Miguel Do Araguaia,BR,2022-03-26 14:14:36,-13.275,-50.1628,84.85,64,27,3.56,scattered clouds
408,Miles City,US,2022-03-26 14:11:32,46.4083,-105.8406,29.37,64,0,9.22,clear sky
409,Katherine,AU,2022-03-26 14:14:36,-14.4667,132.2667,86.32,54,100,1.14,overcast clouds
410,Lensk,RU,2022-03-26 14:14:36,60.7253,114.9278,9.09,96,87,3.65,overcast clouds
411,Port Blair,IN,2022-03-26 14:14:37,11.6667,92.75,80.64,89,40,2.3,mist
412,Pisco,PE,2022-03-26 14:11:46,-13.7,-76.2167,69.85,73,0,6.91,clear sky
413,Salihorsk,BY,2022-03-26 14:14:37,52.7876,27.5415,46.87,60,100,22.01,overcast clouds
414,Havre,FR,2022-03-26 14:11:21,49.5833,0.3333,65.34,36,0,14.97,clear sky
415,Pangai,TO,2022-03-26 14:14:38,-19.8,-174.35,79.95,79,56,12.64,light rain
416,Marienburg,PL,2022-03-26 14:14:38,54.0359,19.0266,49.57,48,8,20.45,clear sky
417,Parry Sound,CA,2022-03-26 14:14:38,45.3501,-80.033,34.52,89,99,6.29,overcast clouds
418,Vardo,NO,2022-03-26 14:14:39,70.3705,31.1107,24.91,78,100,29.51,snow
419,Sundsvall,SE,2022-03-26 14:14:39,62.3913,17.3063,37.36,88,25,23.02,scattered clouds
420,Caravelas,BR,2022-03-26 14:14:40,-17.7125,-39.2481,87.28,52,83,7.2,broken clouds
421,Ballina,AU,2022-03-26 14:14:40,-28.8667,153.5667,67.01,99,99,2.71,light rain
422,Bhinga,IN,2022-03-26 14:14:40,27.7167,81.9333,81.63,10,0,6.24,clear sky
423,Naron,ES,2022-03-26 14:14:41,43.5167,-8.1528,68.85,71,100,7.76,overcast clouds
424,Flinders,AU,2022-03-26 14:12:03,-34.5833,150.8552,64.18,92,37,8.01,light rain
425,Myitkyina,MM,2022-03-26 14:14:41,25.3833,97.4,66.47,94,100,3.38,overcast clouds
426,Ugoofaaru,MV,2022-03-26 14:14:42,5.6667,73.0,82.44,65,0,5.21,clear sky
427,Sulphur Springs,US,2022-03-26 14:14:42,33.1385,-95.6011,56.82,58,0,8.05,clear sky
428,Mineiros,BR,2022-03-26 14:14:42,-17.5694,-52.5511,78.12,72,77,3.18,broken clouds
429,Kapuskasing,CA,2022-03-26 14:14:43,49.4169,-82.4331,17.69,86,100,23.02,overcast clouds
430,Porto Uniao,BR,2022-03-26 14:14:43,-26.2381,-51.0783,72.66,40,35,5.55,scattered clouds
431,Namatanai,PG,2022-03-26 14:14:43,-3.6667,152.4333,79.65,81,100,5.17,overcast clouds
432,Soderhamn,SE,2022-03-26 14:13:34,61.3037,17.0592,43.95,44,85,13.89,overcast clouds
433,Borovoy,RU,2022-03-26 14:14:44,55.4333,86.0833,22.28,53,0,6.71,clear sky
434,Dunedin,NZ,2022-03-26 14:14:44,-45.8742,170.5036,61.81,92,99,4.0,overcast clouds
435,Umea,SE,2022-03-26 14:14:45,63.8284,20.2597,33.91,40,0,19.57,clear sky
436,Kualakapuas,ID,2022-03-26 14:14:45,-3.0091,114.3876,77.99,89,56,2.8,broken clouds
437,Akhmim,EG,2022-03-26 14:14:46,26.5622,31.745,76.51,7,0,18.12,clear sky
438,Borogontsy,RU,2022-03-26 14:12:18,62.6683,131.1683,-3.6,100,81,1.23,broken clouds
439,Isangel,VU,2022-03-26 14:14:46,-19.55,169.2667,76.87,79,49,7.81,scattered clouds
440,Arman,RU,2022-03-26 14:14:46,59.7,150.1667,-6.99,86,17,6.89,few clouds
441,Hokitika,NZ,2022-03-26 14:14:47,-42.7167,170.9667,58.35,71,16,4.32,few clouds
442,Wukari,NG,2022-03-26 14:14:47,7.85,9.7833,108.0,8,93,6.93,overcast clouds
443,Zarand,IR,2022-03-26 14:14:48,30.8127,56.564,70.7,6,0,27.09,clear sky
